"STATISTIC","Statistic","TLIST(Q1)","Quarter","C01855V02284","Port","C01713V02044","Region of Trade","UNIT","VALUE"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","45"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEWAT","Waterford","-","All regions of trade","000 Tonnes","66"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","7"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","56"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","3"
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20184","2018Q4","IEWAT","Waterford","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","4417"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2225"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","1577"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","155"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","201"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","260"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","148"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","148"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","111"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","56"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","52"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","4"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEDRO","Drogheda","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEDUB","Dublin","-","All regions of trade","000 Tonnes","2398"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","1491"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","814"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","47"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","7"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEDUB","Dublin","5","Coastal trade","000 Tonnes","39"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","636"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","222"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","284"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","93"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","37"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEORK","Cork","-","All regions of trade","000 Tonnes","762"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","205"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","320"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","8"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","45"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEORK","Cork","5","Coastal trade","000 Tonnes","184"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEROS","Rosslare","-","All regions of trade","000 Tonnes","282"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","234"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","47"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEWAT","Waterford","-","All regions of trade","000 Tonnes","80"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","17"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","60"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","3"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","0"
"TBQ05C03","Goods Forwarded","20191","2019Q1","IEWAT","Waterford","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","4326"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2065"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","1651"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","125"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","249"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","237"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","103"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","103"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","168"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","72"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","87"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","9"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEDRO","Drogheda","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEDUB","Dublin","-","All regions of trade","000 Tonnes","2424"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","1464"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","857"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","53"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","8"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEDUB","Dublin","5","Coastal trade","000 Tonnes","42"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","643"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","194"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","291"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","56"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","45"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","57"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEORK","Cork","-","All regions of trade","000 Tonnes","605"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","80"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","296"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","3"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","92"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEORK","Cork","5","Coastal trade","000 Tonnes","133"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEROS","Rosslare","-","All regions of trade","000 Tonnes","299"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","250"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","49"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEWAT","Waterford","-","All regions of trade","000 Tonnes","85"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","6"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","70"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","4"
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20192","2019Q2","IEWAT","Waterford","5","Coastal trade","000 Tonnes","5"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","4301"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2211"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","1529"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","45"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","143"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","374"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","85"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","85"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","178"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","79"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","72"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","19"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","8"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEDRO","Drogheda","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEDUB","Dublin","-","All regions of trade","000 Tonnes","2222"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","1446"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","727"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","7"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","6"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEDUB","Dublin","5","Coastal trade","000 Tonnes","36"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","586"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","208"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","274"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","13"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","91"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEORK","Cork","-","All regions of trade","000 Tonnes","849"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","225"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","333"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","6"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","44"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEORK","Cork","5","Coastal trade","000 Tonnes","242"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEROS","Rosslare","-","All regions of trade","000 Tonnes","292"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","247"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","45"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEWAT","Waterford","-","All regions of trade","000 Tonnes","89"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","7"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","78"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","0"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","0"
"TBQ05C03","Goods Forwarded","20193","2019Q3","IEWAT","Waterford","5","Coastal trade","000 Tonnes","4"
"TBQ05C03","Goods Forwarded","20194","2019Q4","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","4367"
"TBQ05C03","Goods Forwarded","20194","2019Q4","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2038"
"TBQ05C03","Goods Forwarded","20194","2019Q4","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","1753"
"TBQ05C03","Goods Forwarded","20194","2019Q4","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","76"
"TBQ05C03","Goods Forwarded","20194","2019Q4","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","143"
"TBQ05C03","Goods Forwarded","20194","2019Q4","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","357"
"TBQ05C03","Goods Forwarded","20194","2019Q4","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","43"
"TBQ05C03","Goods Forwarded","20194","2019Q4","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20194","2019Q4","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20194","2019Q4","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes",""
